# target qid ck12_retrieval_features_sum ck12_retrieval_features_max study_cards_retrieval_features_max study_cards_retrieval_features_sum 
1 qid:100069 1:1.532668024301529 2:0.3567996621131897 3:0.6126475930213928 4:2.3694018721580505
1 qid:100070 1:10.316386818885803 2:2.1915171146392822 3:3.0109071731567383 4:13.1864652633667
1 qid:100070 1:10.62593924999237 2:2.3580985069274902 3:3.041314125061035 4:13.26965618133545
2 qid:100070 1:10.18569016456604 2:2.163753032684326 3:2.985229015350342 4:13.04757571220398
1 qid:100070 1:9.984175086021423 2:2.183151960372925 3:2.815650224685669 4:12.525765419006348
1 qid:100071 1:5.276182770729065 2:1.2516624927520752 3:2.403337240219116 4:9.445335745811462
1 qid:100071 1:5.40754497051239 2:1.2002897262573242 3:2.2966651916503906 4:9.026104211807251
2 qid:100071 1:7.133674621582031 2:1.5169514417648315 3:2.2322189807891846 4:10.236440181732178
1 qid:100071 1:5.374201416969299 2:1.1467255353927612 3:2.5053551197052 4:9.448265552520752
1 qid:100072 1:2.3682032227516174 2:0.5728016495704651 3:0.7807294130325317 4:3.4536245465278625
2 qid:100072 1:2.5301155149936676 2:0.5918692946434021 3:0.7980552911758423 4:3.6528762578964233
1 qid:100072 1:2.5160321295261383 2:0.5764858722686768 3:0.8403302431106567 4:3.5448976159095764
1 qid:100072 1:2.144615054130554 2:0.5744025111198425 3:0.83698570728302 4:3.5307888984680176
2 qid:100073 1:2.542119175195694 2:0.8483148217201233 3:0.6769993901252747 4:2.7584640979766846
1 qid:100073 1:2.5866444408893585 2:1.0178303718566895 3:0.7855153679847717 4:2.813774049282074
1 qid:100073 1:2.5548480451107025 2:0.8867254257202148 3:0.5975522398948669 4:2.722233235836029
1 qid:100073 1:2.695466697216034 2:0.9169247150421143 3:0.6329807043075562 4:2.762549936771393
1 qid:100074 1:2.4370421767234802 2:0.8292763829231262 3:0.9435217380523682 4:3.8069823384284973
1 qid:100074 1:2.2570534348487854 2:0.6740294694900513 3:1.1298996210098267 4:3.6310828924179077
2 qid:100074 1:2.529224157333374 2:0.7531638741493225 3:0.9195730686187744 4:3.7491607069969177
1 qid:100074 1:2.2245074659585953 2:0.7289759516716003 3:0.8955984115600586 4:3.6165637969970703
1 qid:100075 1:6.650968909263611 2:1.4124629497528076 3:2.1646482944488525 4:9.204113721847534
2 qid:100075 1:7.414023399353027 2:1.5304851531982422 3:2.86665940284729 4:10.786524534225464
1 qid:100075 1:6.979129195213318 2:1.5239170789718628 3:2.231196641921997 4:9.66575300693512
1 qid:100075 1:5.934069514274597 2:1.3416086435317993 3:2.0947864055633545 4:8.520884394645691
2 qid:100076 1:3.2175060510635376 2:0.8625572919845581 3:1.3130217790603638 4:6.180648326873779
1 qid:100076 1:2.9867648482322693 2:0.734203040599823 3:1.6493606567382812 4:6.156483769416809
1 qid:100076 1:2.7337473332881927 2:0.7002128958702087 3:1.3431272506713867 4:5.887486696243286
1 qid:100076 1:3.0646587014198303 2:0.8746339678764343 3:1.3193199634552002 4:6.210294961929321
1 qid:100077 1:2.9017831087112427 2:0.6064695119857788 3:0.858493447303772 4:4.036294460296631
1 qid:100077 1:2.4365399181842804 2:0.5153387188911438 3:0.8503847122192383 4:3.9203054904937744
1 qid:100077 1:2.6569367349147797 2:0.6371488571166992 3:0.885414183139801 4:3.9370731115341187
2 qid:100077 1:2.696933686733246 2:0.6023228168487549 3:1.2684454917907715 4:5.147862672805786
1 qid:100078 1:5.352415919303894 2:1.2094992399215698 3:3.190497875213623 4:13.070749998092651
1 qid:100078 1:3.3888606429100037 2:0.7371768951416016 3:1.976151704788208 4:8.663648009300232
1 qid:100078 1:5.006464302539825 2:1.2794629335403442 3:1.9620494842529297 4:9.265406012535095
2 qid:100078 1:6.227093815803528 2:1.69524347782135 3:2.2755625247955322 4:9.540282964706421
1 qid:100079 1:4.618030846118927 2:1.1609060764312744 3:1.9874916076660156 4:8.719975352287292
2 qid:100079 1:4.888930380344391 2:1.268024206161499 3:2.6099486351013184 4:9.363563179969788
1 qid:100079 1:4.678481817245483 2:1.0009716749191284 3:2.4183387756347656 4:10.849316358566284
1 qid:100079 1:3.5382217168807983 2:0.8188701868057251 3:1.9296314716339111 4:8.466118097305298
1 qid:100080 1:4.775500059127808 2:1.2746562957763672 3:1.7894915342330933 4:6.854643702507019
1 qid:100080 1:4.298784255981445 2:0.9408901929855347 3:1.807431697845459 4:5.7614224553108215
2 qid:100080 1:3.9344924092292786 2:1.1614267826080322 3:1.8029155731201172 4:5.7470269203186035
1 qid:100080 1:4.37567937374115 2:0.9298933148384094 3:1.7986072301864624 4:6.142312228679657
1 qid:100081 1:2.229628950357437 2:0.4971633553504944 3:0.7512450218200684 4:3.239336669445038
1 qid:100081 1:1.5600648522377014 2:0.3403332531452179 3:0.5140803456306458 4:2.306662440299988
1 qid:100081 1:2.1870609521865845 2:0.4705546796321869 3:0.75627201795578 4:3.3501056432724
2 qid:100081 1:2.091356724500656 2:0.4892057776451111 3:0.8299275040626526 4:3.4819676876068115
2 qid:100082 1:2.9479570984840393 2:0.6609702706336975 3:5.379314422607422 4:10.75425934791565
1 qid:100082 1:2.387656807899475 2:0.6489003300666809 3:2.527449131011963 4:5.975218653678894
1 qid:100082 1:2.690240204334259 2:0.7719863653182983 3:2.839289903640747 4:7.820161819458008
1 qid:100082 1:2.178687959909439 2:0.594654381275177 3:2.2287304401397705 4:5.366609871387482
1 qid:100083 1:4.292599856853485 2:0.9118173718452454 3:2.2291476726531982 4:9.804945349693298
2 qid:100083 1:6.26526939868927 2:1.3801429271697998 3:3.1418488025665283 4:13.641993999481201
1 qid:100083 1:4.157723665237427 2:0.9688936471939087 3:2.4775874614715576 4:8.979111194610596
1 qid:100083 1:3.8899982571601868 2:0.9660333395004272 3:1.8452562093734741 4:7.673484444618225
1 qid:100084 1:3.5725682377815247 2:0.7458449006080627 3:1.8759922981262207 4:8.218319296836853
2 qid:100084 1:2.793085038661957 2:0.6154829859733582 3:2.3081955909729004 4:8.00413954257965
1 qid:100084 1:2.4617727994918823 2:0.584841787815094 3:1.271358609199524 4:5.768986821174622
1 qid:100084 1:6.622935771942139 2:2.11712646484375 3:1.7560884952545166 4:8.284792423248291
2 qid:100085 1:4.049757719039917 2:0.8812136650085449 3:1.427615761756897 4:5.481224775314331
1 qid:100085 1:3.4816672801971436 2:0.7551871538162231 3:0.9557690024375916 4:3.7106622457504272
1 qid:100085 1:2.6716108322143555 2:0.5925319790840149 3:0.9015752077102661 4:3.2904551923274994
1 qid:100085 1:3.013004779815674 2:0.6826004981994629 3:0.9758679270744324 4:3.5615992546081543
1 qid:100086 1:3.6191808581352234 2:0.7818704843521118 3:2.1221542358398438 4:8.781065702438354
2 qid:100086 1:2.013131707906723 2:0.4621804654598236 3:1.8731184005737305 4:6.583329916000366
1 qid:100086 1:1.8886800110340118 2:0.4336084723472595 3:1.8731184005737305 4:6.583329916000366
1 qid:100086 1:1.8886800110340118 2:0.4336084723472595 3:1.8731184005737305 4:6.583329916000366
1 qid:100087 1:2.128464788198471 2:0.47337979078292847 3:0.7086352109909058 4:3.454866886138916
1 qid:100087 1:3.7216312885284424 2:1.2499794960021973 3:1.0918922424316406 4:4.613262176513672
2 qid:100087 1:5.328010141849518 2:1.128588080406189 3:2.15621280670166 4:8.586730360984802
1 qid:100087 1:3.224470555782318 2:0.7427356839179993 3:1.1166212558746338 4:5.032060205936432
1 qid:100088 1:4.220558702945709 2:1.162733793258667 3:1.67128586769104 4:7.046598434448242
1 qid:100088 1:5.256206691265106 2:1.5469716787338257 3:2.1817562580108643 4:9.678932189941406
2 qid:100088 1:5.495857656002045 2:1.5482678413391113 3:1.9765528440475464 4:8.712857365608215
1 qid:100088 1:5.181623756885529 2:1.473698616027832 3:2.179853916168213 4:9.421262860298157
1 qid:100089 1:2.244857907295227 2:0.48782235383987427 3:0.933734655380249 4:3.80375337600708
1 qid:100089 1:2.36723455786705 2:0.5144156217575073 3:0.9716974496841431 4:3.958402395248413
1 qid:100089 1:2.2094559371471405 2:0.5117619037628174 3:0.8724772334098816 4:3.5542092323303223
2 qid:100089 1:2.1769043505191803 2:0.47305557131767273 3:0.8829476237297058 4:3.596862554550171
2 qid:100090 1:3.147963225841522 2:0.6621081233024597 3:1.5919688940048218 4:7.237284183502197
1 qid:100090 1:5.525405943393707 2:1.2537513971328735 3:1.3568545579910278 4:6.696776509284973
1 qid:100090 1:2.937964618206024 2:0.9116829633712769 3:1.1250790357589722 4:5.357417464256287
1 qid:100090 1:3.1469926834106445 2:0.670866847038269 3:2.1644887924194336 4:6.980451583862305
1 qid:100091 1:2.920190393924713 2:0.6873474717140198 3:0.8310666084289551 4:3.807703197002411
2 qid:100091 1:3.2116297483444214 2:0.7739806771278381 3:0.9047858119010925 4:4.270739555358887
1 qid:100091 1:2.589683175086975 2:0.6489768028259277 3:0.7833386063575745 4:3.5890276432037354
1 qid:100091 1:2.748517870903015 2:0.6887809038162231 3:0.8320690393447876 4:3.8122960925102234
1 qid:100092 1:7.371755957603455 2:1.63509202003479 3:3.134713649749756 4:15.13550591468811
1 qid:100092 1:9.7169668674469 2:2.091942548751831 3:3.977172613143921 4:18.113598346710205
1 qid:100092 1:8.448005437850952 2:1.786383867263794 3:3.7880349159240723 4:16.319170713424683
2 qid:100092 1:9.700995445251465 2:2.1058549880981445 3:4.132686138153076 4:19.611782789230347
1 qid:100093 1:2.383098155260086 2:0.5141332745552063 3:0.6437253952026367 4:2.991569459438324
1 qid:100093 1:2.5052478909492493 2:0.5404860377311707 3:0.6726100444793701 4:3.1258045434951782
1 qid:100093 1:2.602670818567276 2:0.5615041851997375 3:1.1723710298538208 4:3.6973825097084045
2 qid:100093 1:3.517493486404419 2:0.8454193472862244 3:0.7405396699905396 4:3.286819875240326
2 qid:100094 1:3.72618967294693 2:0.7990721464157104 3:1.0021098852157593 4:4.308277010917664
1 qid:100094 1:3.0744150280952454 2:0.6349092721939087 3:0.7248231768608093 4:3.580622911453247
1 qid:100094 1:2.935487687587738 2:0.6297993063926697 3:0.8780921697616577 4:3.92560350894928
1 qid:100094 1:2.928646981716156 2:0.6669654250144958 3:0.8197354078292847 4:3.8848326802253723
1 qid:100095 1:3.259783089160919 2:0.7115824818611145 3:0.6857912540435791 4:3.169861853122711
1 qid:100095 1:3.335413336753845 2:0.8299581408500671 3:0.7032788991928101 4:3.2506932616233826
1 qid:100095 1:3.2274762392044067 2:0.7409994602203369 3:0.7327082753181458 4:3.5357415676116943
2 qid:100095 1:3.4096643924713135 2:0.8715680837631226 3:0.7386543154716492 4:3.564434766769409
2 qid:100096 1:1.9235941767692566 2:0.42782384157180786 3:0.6349955797195435 4:2.309140205383301
1 qid:100096 1:3.008842170238495 2:0.7645182013511658 3:0.9437694549560547 4:4.372636675834656
1 qid:100096 1:2.3357226252555847 2:0.5558786988258362 3:1.0276312828063965 4:3.652635872364044
1 qid:100096 1:2.3675533533096313 2:0.6512008905410767 3:0.885040819644928 4:3.057530105113983
1 qid:100097 1:2.0277588963508606 2:0.4971625506877899 3:0.8199092745780945 4:3.4589484333992004
2 qid:100097 1:2.0072560608386993 2:0.5106936097145081 3:0.8343759775161743 4:3.5449957251548767
1 qid:100097 1:1.6776411533355713 2:0.45228204131126404 3:0.7597258687019348 4:3.2050530910491943
1 qid:100097 1:1.9309478402137756 2:0.4609829783439636 3:0.7634793519973755 4:3.2208880186080933
1 qid:100098 1:2.2484343349933624 2:0.5511990189552307 3:0.9242005348205566 4:4.514071881771088
1 qid:100098 1:2.567305952310562 2:0.6046744585037231 3:0.6582816243171692 4:2.7064789533615112
1 qid:100098 1:1.9674323201179504 2:0.4097019135951996 3:1.3478320837020874 4:4.8302857875823975
2 qid:100098 1:2.5009892880916595 2:0.6324788928031921 3:0.617933452129364 4:2.8597297072410583
1 qid:100099 1:1.3610398769378662 2:0.31238463521003723 3:0.5537981390953064 4:2.258097916841507
1 qid:100099 1:1.5485576689243317 2:0.32639846205711365 3:0.5435137748718262 4:2.527749001979828
1 qid:100099 1:1.314669668674469 2:0.41736599802970886 3:0.5741462111473083 4:2.184369683265686
2 qid:100099 1:1.41160187125206 2:0.30405393242836 3:0.8555562496185303 4:3.1472576558589935
1 qid:100100 1:2.8732029497623444 2:0.7499097585678101 3:6.623510837554932 4:9.20252650976181
2 qid:100100 1:2.543596386909485 2:0.704062819480896 3:7.6110029220581055 4:9.997563540935516
1 qid:100100 1:3.1156837940216064 2:0.8521134853363037 3:6.127144813537598 4:8.49124550819397
1 qid:100100 1:2.397405594587326 2:0.6571442484855652 3:5.146692752838135 4:7.427517056465149
1 qid:100101 1:1.9770705103874207 2:0.5522811412811279 3:0.936806321144104 4:3.6999858021736145
2 qid:100101 1:1.9638670086860657 2:0.5515069961547852 3:0.9359788298606873 4:3.6967177391052246
1 qid:100101 1:1.9532455205917358 2:0.5485242009162903 3:0.932746171951294 4:3.683950364589691
1 qid:100101 1:1.9526024162769318 2:0.5483435392379761 3:0.9328412413597107 4:3.684325695037842
1 qid:100102 1:2.5792243480682373 2:0.5421544313430786 3:0.7102299928665161 4:3.228074073791504
1 qid:100102 1:2.4444236159324646 2:0.5890337228775024 3:0.5935276746749878 4:2.7113311290740967
1 qid:100102 1:2.2590134143829346 2:0.4922950565814972 3:0.6861221194267273 4:3.1185007095336914
2 qid:100102 1:2.438702166080475 2:0.5617319345474243 3:0.5993766784667969 4:2.774656355381012
2 qid:100103 1:1.764735996723175 2:0.42648088932037354 3:0.4609425663948059 4:1.992500513792038
1 qid:100103 1:2.040873646736145 2:0.4413685202598572 3:0.47401803731918335 4:2.1603068709373474
1 qid:100103 1:1.7591939866542816 2:0.4161410927772522 3:0.4170228838920593 4:1.9618028700351715
1 qid:100103 1:1.5130425095558167 2:0.36564862728118896 3:0.41878488659858704 4:1.8977860808372498
1 qid:100104 1:3.006300926208496 2:0.748938262462616 3:1.2321943044662476 4:5.847719430923462
2 qid:100104 1:2.710357367992401 2:0.6986353993415833 3:1.501342535018921 4:6.265329360961914
1 qid:100104 1:2.852024585008621 2:0.6742424964904785 3:0.9887089133262634 4:4.756698787212372
1 qid:100104 1:3.6644331216812134 2:0.8400844931602478 3:1.1770014762878418 4:5.629262804985046
1 qid:100105 1:6.563297986984253 2:1.470779538154602 3:2.3033664226531982 4:10.53853178024292
2 qid:100105 1:6.41923975944519 2:1.3721970319747925 3:2.3973312377929688 4:10.882244110107422
1 qid:100105 1:5.518923282623291 2:1.2480707168579102 3:1.8945366144180298 4:8.451881766319275
1 qid:100105 1:6.46545946598053 2:1.3788398504257202 3:1.9231786727905273 4:8.998322606086731
1 qid:100106 1:2.1887907683849335 2:0.48716145753860474 3:0.7827537655830383 4:3.5863407254219055
1 qid:100106 1:1.7808700799942017 2:0.3996008336544037 3:0.7285546064376831 4:3.318575620651245
2 qid:100106 1:2.513051152229309 2:0.6315382719039917 3:1.277830958366394 4:6.145495533943176
1 qid:100106 1:1.911923736333847 2:0.4154840409755707 3:0.8490414023399353 4:2.9630420207977295
1 qid:100107 1:2.441924035549164 2:0.5416134595870972 3:2.98348069190979 4:5.717586040496826
2 qid:100107 1:2.1735927164554596 2:0.5855175852775574 3:3.9684324264526367 4:7.115206956863403
1 qid:100107 1:2.155407041311264 2:0.5891173481941223 3:3.257314920425415 4:6.2423659563064575
1 qid:100107 1:2.3453725576400757 2:0.6056382656097412 3:3.315286874771118 4:6.353464424610138
1 qid:100108 1:2.542220801115036 2:0.5563431978225708 3:1.9935007095336914 4:7.356209635734558
2 qid:100108 1:2.5908646285533905 2:0.5581518411636353 3:2.580524444580078 4:8.127416133880615
1 qid:100108 1:2.624158561229706 2:0.5601007342338562 3:1.9927033185958862 4:7.4795241355896
1 qid:100108 1:2.380768805742264 2:0.5553305745124817 3:1.9963254928588867 4:7.247547507286072
1 qid:100109 1:2.030011773109436 2:0.4669674336910248 3:0.9569453597068787 4:4.147711396217346
1 qid:100109 1:1.8680996596813202 2:0.4043000340461731 3:0.7902624011039734 4:3.4237961173057556
1 qid:100109 1:2.432144343852997 2:0.5685736536979675 3:0.7455411553382874 4:3.5006192326545715
2 qid:100109 1:2.3911927938461304 2:0.5362257957458496 3:0.6490856409072876 4:2.96931529045105
1 qid:100110 1:4.508820652961731 2:1.0249886512756348 3:1.2517797946929932 4:5.868591785430908
1 qid:100110 1:3.831071436405182 2:0.8577937483787537 3:1.1885508298873901 4:5.763179302215576
2 qid:100110 1:5.553092122077942 2:1.3238779306411743 3:2.210103988647461 4:8.841001391410828
1 qid:100110 1:4.704599976539612 2:1.0478191375732422 3:1.8240193128585815 4:7.899235486984253
1 qid:100111 1:1.957566738128662 2:0.4801237881183624 3:0.6174351572990417 4:2.715078979730606
1 qid:100111 1:1.7923521101474762 2:0.38167279958724976 3:0.47584861516952515 4:2.3735137581825256
2 qid:100111 1:1.9887742698192596 2:0.4838445484638214 3:0.7224084734916687 4:2.86841481924057
1 qid:100111 1:1.8094205856323242 2:0.3971090614795685 3:0.35151350498199463 4:1.6275032758712769
1 qid:100112 1:3.650347948074341 2:0.9424459338188171 3:0.7869730591773987 4:3.4489766359329224
2 qid:100112 1:3.7258743047714233 2:0.817937433719635 3:1.0316429138183594 4:3.986474096775055
1 qid:100112 1:2.6913131773471832 2:0.6123138666152954 3:0.7792645692825317 4:3.3277425169944763
1 qid:100112 1:2.7777675092220306 2:0.6037063002586365 3:0.6351495981216431 4:2.789603531360626
1 qid:100113 1:2.791809558868408 2:0.6589249968528748 3:1.65351402759552 4:5.893881142139435
2 qid:100113 1:2.7919790148735046 2:0.658964991569519 3:1.6532124280929565 4:5.892806529998779
1 qid:100113 1:2.7586567997932434 2:0.651100218296051 3:1.633010983467102 4:5.820799231529236
1 qid:100113 1:2.7297236621379852 2:0.6442713737487793 3:1.6322097778320312 4:5.817943692207336
1 qid:100114 1:1.894864797592163 2:0.44701242446899414 3:1.1307744979858398 4:5.351248145103455
1 qid:100114 1:2.2826479077339172 2:0.580040693283081 3:1.7109628915786743 4:6.011922597885132
2 qid:100114 1:1.5655179023742676 2:0.3645442724227905 3:1.09163498878479 4:5.152962744235992
1 qid:100114 1:1.5373670160770416 2:0.357989102602005 3:1.1104949712753296 4:5.241989731788635
1 qid:100115 1:4.30520087480545 2:1.0200369358062744 3:1.58511483669281 4:5.49125999212265
1 qid:100115 1:5.012374818325043 2:1.236712098121643 3:1.5973711013793945 4:5.136762261390686
2 qid:100115 1:4.486912667751312 2:1.0357613563537598 3:1.7573206424713135 4:5.726940631866455
1 qid:100115 1:4.110324323177338 2:0.9706394672393799 3:1.6549320220947266 4:5.496007978916168
1 qid:100116 1:1.2008432894945145 2:0.28311383724212646 3:0.48787301778793335 4:2.319617450237274
1 qid:100116 1:1.388730764389038 2:0.286981999874115 3:0.6423852443695068 4:2.8985864520072937
2 qid:100116 1:1.6605527698993683 2:0.518100380897522 3:0.9769495725631714 4:3.403204381465912
1 qid:100116 1:1.3686754703521729 2:0.27545204758644104 3:0.6722561717033386 4:2.603966176509857
2 qid:100117 1:3.035321593284607 2:0.8152143955230713 3:1.7339420318603516 4:7.380976915359497
1 qid:100117 1:3.3758800625801086 2:0.8385502099990845 3:1.6334736347198486 4:6.610539436340332
1 qid:100117 1:2.7531013786792755 2:0.7677697539329529 3:1.4855520725250244 4:6.01191246509552
